identifier,runeName,abilityIds,runeType,runeSlot,availableTypes,availableDragons,rarityIndex,salvageValueId,enhanceCosts,aura,icon,isTutorialRune,h
Common_1t_hp_iceflak,Common Ice Flak HP,rune_ability_2717_0,monument,normal,,,0,rune_salvage_0,runeDust:500,monumentStorm,rune_flakIce_HP_01.png,,
Common_1t_atk_archer,Common Archer Attack,rune_ability_2718_0,monument,normal,,,0,rune_salvage_0,runeDust:500,monumentArcher,rune_archer_damage_01.png,,
Common_1t_atk_cannon,Common Cannon Attack,rune_ability_2719_0,monument,normal,,,0,rune_salvage_0,runeDust:500,monumentCannon,rune_cannon_damage_01.png,,
Common_1t_atk_storm,Common Storm Attack,rune_ability_2720_0,monument,normal,,,0,rune_salvage_0,runeDust:500,monumentStorm,rune_stormTower_utility_01.png,,
Common_1t_atk_trebuchet,Common Trebuchet Attack,rune_ability_2721_0,monument,normal,,,0,rune_salvage_0,runeDust:500,monumentTrebuchet,rune_trebuchet_damage_01.png,,
Common_1t_atk_lightning,Common Lightning Attack,rune_ability_2722_0,monument,normal,,,0,rune_salvage_0,runeDust:500,monumentLightning,rune_lightning_damage_01.png,,
Common_1t_atk_darkflak,Common Dark Flak Attack,rune_ability_2723_0,monument,normal,,,0,rune_salvage_0,runeDust:500,monumentStorm,rune_flakDark_damage_01.png,,
Common_1t_atk_fire,Common Fire Turret Attack,rune_ability_2724_0,monument,normal,,,0,rune_salvage_0,runeDust:500,monumentStorm,rune_flakFire_damage_01.png,,
Common_1t_atk_ice,Common Ice Turret Attack,rune_ability_2725_0,monument,normal,,,0,rune_salvage_0,runeDust:500,monumentStorm,rune_flakIce_damage_01.png,,
Common_1t_atk_fireflak,Common Fire Flak Attack,rune_ability_2726_0,monument,normal,,,0,rune_salvage_0,runeDust:500,monumentStorm,rune_flakFire_damage_01.png,,
Common_1t_atk_iceflak,Common Ice Flak Attack,rune_ability_2727_0,monument,normal,,,0,rune_salvage_0,runeDust:500,monumentStorm,rune_flakIce_damage_01.png,,
Rare_1t_hp_archer,Rare Archer HP,rune_ability_2728_0,monument,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,monumentArcher,rune_archer_damage_02.png,,
Rare_1t_hp_cannon,Rare Cannon HP,rune_ability_2729_0,monument,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,monumentCannon,rune_cannon_damage_02.png,,
Rare_1t_hp_storm,Rare Storm HP,rune_ability_2730_0,monument,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,monumentStorm,rune_stormTower_utility_02.png,,
Rare_1t_hp_mage,Rare Red Mage HP,rune_ability_2731_0,monument,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,monumentArcane,rune_redMage_utility_02.png,,
Rare_1t_hp_bmage,Rare Blue Mage HP,rune_ability_2732_0,monument,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,monumentMystic,rune_blueMage_utility_02.png,,
Rare_1t_hp_trebuchet,Rare Trebuchet HP,rune_ability_2733_0,monument,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,monumentTrebuchet,rune_trebuchet_damage_02.png,,
Rare_1t_hp_lightning,Rare Lightning HP,rune_ability_2734_0,monument,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,monumentLightning,rune_lightning_damage_02.png,,
Rare_1t_hp_darkflak,Rare Dark Flak HP,rune_ability_2735_0,monument,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,monumentStorm,rune_flakDark_HP_02.png,,
Rare_1t_hp_fire,Rare Fire Turret HP,rune_ability_2736_0,monument,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,monumentStorm,rune_flakFire_HP_02.png,,
Rare_1t_hp_ice,Rare Ice Turret HP,rune_ability_2737_0,monument,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,monumentStorm,rune_flakIce_HP_02.png,,
Rare_1t_hp_fireflak,Rare Fire Flak HP,rune_ability_2738_0,monument,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,monumentStorm,rune_flakFire_HP_02.png,,
Rare_1t_hp_iceflak,Rare Ice Flak HP,rune_ability_2739_0,monument,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,monumentStorm,rune_flakIce_HP_02.png,,
Rare_1t_atk_archer,Rare Archer Attack,rune_ability_2740_0,monument,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,monumentArcher,rune_archer_damage_02.png,,
Rare_1t_atk_cannon,Rare Cannon Attack,rune_ability_2741_0,monument,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,monumentCannon,rune_cannon_damage_02.png,,
Rare_1t_atk_storm,Rare Storm Attack,rune_ability_2742_0,monument,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,monumentStorm,rune_stormTower_utility_02.png,,
Rare_1t_atk_trebuchet,Rare Trebuchet Attack,rune_ability_2743_0,monument,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,monumentTrebuchet,rune_trebuchet_damage_02.png,,
Rare_1t_atk_lightning,Rare Lightning Attack,rune_ability_2744_0,monument,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,monumentLightning,rune_lightning_damage_02.png,,
Rare_1t_atk_darkflak,Rare Dark Flak Attack,rune_ability_2745_0,monument,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,monumentStorm,rune_flakDark_damage_02.png,,
Rare_1t_atk_fire,Rare Fire Turret Attack,rune_ability_2746_0,monument,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,monumentStorm,rune_flakFire_damage_02.png,,
Rare_1t_atk_ice,Rare Ice Turret Attack,rune_ability_2747_0,monument,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,monumentStorm,rune_flakIce_damage_02.png,,
Rare_1t_atk_fireflak,Rare Fire Flak Attack,rune_ability_2748_0,monument,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,monumentStorm,rune_flakFire_damage_02.png,,
Rare_1t_atk_iceflak,Rare Ice Flak Attack,rune_ability_2749_0,monument,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,monumentStorm,rune_flakIce_damage_02.png,,
Epic_1t_hp_archer_2t_atkspd_archer,Epic Archer HP,rune_ability_2750_0|rune_ability_2750_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,monumentArcher,rune_archer_damage_03.png,,
Epic_1t_hp_cannon_2t_atkspd_cannon,Epic Cannon HP,rune_ability_2751_0|rune_ability_2751_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,monumentCannon,rune_cannon_damage_03.png,,
Epic_1t_hp_storm_2t_atkspd_storm,Epic Storm HP,rune_ability_2752_0|rune_ability_2752_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,monumentStorm,rune_stormTower_utility_03.png,,
Epic_1t_hp_mage_2t_spatk_mage,Epic Red Mage HP,rune_ability_2753_0|rune_ability_2753_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,monumentArcane,rune_redMage_utility_03.png,,
Epic_1t_hp_bmage_2t_spatk_bmage,Epic Blue Mage HP,rune_ability_2754_0|rune_ability_2754_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,monumentMystic,rune_blueMage_utility_03.png,,
Epic_1t_hp_trebuchet_2t_atkspd_trebuchet,Epic Trebuchet HP,rune_ability_2755_0|rune_ability_2755_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,monumentTrebuchet,rune_trebuchet_damage_03.png,,
Epic_1t_hp_lightning_2t_atkspd_lightning,Epic Lightning HP,rune_ability_2756_0|rune_ability_2756_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,monumentLightning,rune_lightning_damage_03.png,,
Epic_1t_hp_darkflak_2t_atkspd_darkflak,Epic Dark Flak HP,rune_ability_2757_0|rune_ability_2757_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,monumentStorm,rune_flakDark_HP_03.png,,
Epic_1t_hp_fire_2t_atkspd_fire,Epic Fire Turret HP,rune_ability_2758_0|rune_ability_2758_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,monumentStorm,rune_flakFire_HP_03.png,,
Epic_1t_hp_ice_2t_atkspd_ice,Epic Ice Turret HP,rune_ability_2759_0|rune_ability_2759_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,monumentStorm,rune_flakIce_HP_03.png,,
Epic_1t_hp_fireflak_2t_atkspd_fireflak,Epic Fire Flak HP,rune_ability_2760_0|rune_ability_2760_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,monumentStorm,rune_flakFire_HP_03.png,,
Epic_1t_hp_iceflak_2t_atkspd_iceflak,Epic Ice Flak HP,rune_ability_2761_0|rune_ability_2761_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,monumentStorm,rune_flakIce_HP_03.png,,
Epic_1t_atk_archer_2t_atkspd_archer,Epic Archer Attack,rune_ability_2762_0|rune_ability_2762_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,monumentArcher,rune_archer_damage_03.png,,
Epic_1t_atk_cannon_2t_atkspd_cannon,Epic Cannon Attack,rune_ability_2763_0|rune_ability_2763_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,monumentCannon,rune_cannon_damage_03.png,,
Epic_1t_atk_storm_2t_atkspd_storm,Epic Storm Attack,rune_ability_2764_0|rune_ability_2764_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,monumentStorm,rune_stormTower_utility_03.png,,
Epic_1t_atk_trebuchet_2t_atkspd_trebuchet,Epic Trebuchet Attack,rune_ability_2765_0|rune_ability_2765_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,monumentTrebuchet,rune_trebuchet_damage_03.png,,
Epic_1t_atk_lightning_2t_atkspd_lightning,Epic Lightning Attack,rune_ability_2766_0|rune_ability_2766_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,monumentLightning,rune_lightning_damage_03.png,,
Epic_1t_atk_darkflak_2t_atkspd_darkflak,Epic Dark Flak Attack,rune_ability_2767_0|rune_ability_2767_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,monumentStorm,rune_flakDark_damage_03.png,,
Epic_1t_atk_fire_2t_atkspd_fire,Epic Fire Turret Attack,rune_ability_2768_0|rune_ability_2768_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,monumentStorm,rune_flakFire_damage_03.png,,
Epic_1t_atk_ice_2t_atkspd_ice,Epic Ice Turret Attack,rune_ability_2769_0|rune_ability_2769_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,monumentStorm,rune_flakIce_damage_03.png,,
Epic_1t_atk_fireflak_2t_atkspd_fireflak,Epic Fire Flak Attack,rune_ability_2770_0|rune_ability_2770_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,monumentStorm,rune_flakFire_damage_03.png,,
Epic_1t_atk_iceflak_2t_atkspd_iceflak,Epic Ice Flak Attack,rune_ability_2771_0|rune_ability_2771_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,monumentStorm,rune_flakIce_damage_03.png,,
Legendary_1t_hp_archer_2t_atkspd_archer,Legendary Archer HP,rune_ability_2772_0|rune_ability_2772_1,monument,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,monumentArcher,rune_archer_damage_04.png,,
Legendary_1t_hp_cannon_2t_atkspd_cannon,Legendary Cannon HP,rune_ability_2773_0|rune_ability_2773_1,monument,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,monumentCannon,rune_cannon_damage_04.png,,
Legendary_1t_hp_storm_2t_atkspd_storm,Legendary Storm HP,rune_ability_2774_0|rune_ability_2774_1,monument,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,monumentStorm,rune_stormTower_utility_04.png,,
Legendary_1t_hp_mage_2t_spatk_mage,Legendary Red Mage HP,rune_ability_2775_0|rune_ability_2775_1,monument,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,monumentArcane,rune_redMage_utility_04.png,,
Legendary_1t_hp_bmage_2t_spatk_bmage,Legendary Blue Mage HP,rune_ability_2776_0|rune_ability_2776_1,monument,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,monumentMystic,rune_blueMage_utility_04.png,,
Legendary_1t_hp_trebuchet_2t_atkspd_trebuchet,Legendary Trebuchet HP,rune_ability_2777_0|rune_ability_2777_1,monument,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,monumentTrebuchet,rune_trebuchet_damage_04.png,,
Legendary_1t_hp_lightning_2t_atkspd_lightning,Legendary Lightning HP,rune_ability_2778_0|rune_ability_2778_1,monument,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,monumentLightning,rune_lightning_damage_04.png,,
Legendary_1t_hp_darkflak_2t_atkspd_darkflak,Legendary Dark Flak HP,rune_ability_2779_0|rune_ability_2779_1,monument,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,monumentStorm,rune_flakDark_HP_04.png,,
Legendary_1t_hp_fire_2t_atkspd_fire,Legendary Fire Turret HP,rune_ability_2780_0|rune_ability_2780_1,monument,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,monumentStorm,rune_flakFire_HP_04.png,,
Legendary_1t_hp_ice_2t_atkspd_ice,Legendary Ice Turret HP,rune_ability_2781_0|rune_ability_2781_1,monument,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,monumentStorm,rune_flakIce_HP_04.png,,
Legendary_1t_hp_fireflak_2t_atkspd_fireflak,Legendary Fire Flak HP,rune_ability_2782_0|rune_ability_2782_1,monument,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,monumentStorm,rune_flakFire_HP_04.png,,
Legendary_1t_hp_iceflak_2t_atkspd_iceflak,Legendary Ice Flak HP,rune_ability_2783_0|rune_ability_2783_1,monument,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,monumentStorm,rune_flakIce_HP_04.png,,
Legendary_1t_atk_archer_2t_atkspd_archer,Legendary Archer Attack,rune_ability_2784_0|rune_ability_2784_1,monument,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,monumentArcher,rune_archer_damage_04.png,,
Legendary_1t_atk_cannon_2t_atkspd_cannon,Legendary Cannon Attack,rune_ability_2785_0|rune_ability_2785_1,monument,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,monumentCannon,rune_cannon_damage_04.png,,
Legendary_1t_atk_storm_2t_atkspd_storm,Legendary Storm Attack,rune_ability_2786_0|rune_ability_2786_1,monument,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,monumentStorm,rune_stormTower_utility_04.png,,
Legendary_1t_atk_trebuchet_2t_atkspd_trebuchet,Legendary Trebuchet Attack,rune_ability_2787_0|rune_ability_2787_1,monument,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,monumentTrebuchet,rune_trebuchet_damage_04.png,,
Legendary_1t_atk_lightning_2t_atkspd_lightning,Legendary Lightning Attack,rune_ability_2788_0|rune_ability_2788_1,monument,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,monumentLightning,rune_lightning_damage_04.png,,
Legendary_1t_atk_darkflak_2t_atkspd_darkflak,Legendary Dark Flak Attack,rune_ability_2789_0|rune_ability_2789_1,monument,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,monumentStorm,rune_flakDark_damage_04.png,,
Legendary_1t_atk_fire_2t_atkspd_fire,Legendary Fire Turret Attack,rune_ability_2790_0|rune_ability_2790_1,monument,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,monumentStorm,rune_flakFire_damage_04.png,,
Legendary_1t_atk_ice_2t_atkspd_ice,Legendary Ice Turret Attack,rune_ability_2791_0|rune_ability_2791_1,monument,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,monumentStorm,rune_flakIce_damage_04.png,,
Legendary_1t_atk_fireflak_2t_atkspd_fireflak,Legendary Fire Flak Attack,rune_ability_2792_0|rune_ability_2792_1,monument,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,monumentStorm,rune_flakFire_damage_04.png,,
Legendary_1t_atk_iceflak_2t_atkspd_iceflak,Legendary Ice Flak Attack,rune_ability_2793_0|rune_ability_2793_1,monument,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,monumentStorm,rune_flakIce_damage_04.png,,
Mythic_1t_hp_archer_2t_atkspd_archer,Mythic Archer HP,rune_ability_2794_0|rune_ability_2794_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentArcher,rune_archer_damage_05.png,,
Mythic_1t_hp_cannon_2t_atkspd_cannon,Mythic Cannon HP,rune_ability_2795_0|rune_ability_2795_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentCannon,rune_cannon_damage_05.png,,
Mythic_1t_hp_storm_2t_atkspd_storm,Mythic Storm HP,rune_ability_2796_0|rune_ability_2796_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentStorm,rune_stormTower_utility_05.png,,
Mythic_1t_hp_mage_2t_spatk_mage,Mythic Red Mage HP,rune_ability_2797_0|rune_ability_2797_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentArcane,rune_redMage_utility_05.png,,
Mythic_1t_hp_bmage_2t_spatk_bmage,Mythic Blue Mage HP,rune_ability_2798_0|rune_ability_2798_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05.png,,
Mythic_1t_hp_trebuchet_2t_atkspd_trebuchet,Mythic Trebuchet HP,rune_ability_2799_0|rune_ability_2799_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentTrebuchet,rune_trebuchet_damage_05.png,,
Mythic_1t_hp_lightning_2t_atkspd_lightning,Mythic Lightning HP,rune_ability_2800_0|rune_ability_2800_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentLightning,rune_lightning_damage_05.png,,
Mythic_1t_hp_darkflak_2t_atkspd_darkflak,Mythic Dark Flak HP,rune_ability_2801_0|rune_ability_2801_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentStorm,rune_flakDark_HP_05.png,,
Mythic_1t_hp_fire_2t_atkspd_fire,Mythic Fire Turret HP,rune_ability_2802_0|rune_ability_2802_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentStorm,rune_flakFire_HP_05.png,,
Mythic_1t_hp_ice_2t_atkspd_ice,Mythic Ice Turret HP,rune_ability_2803_0|rune_ability_2803_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentStorm,rune_flakIce_HP_05.png,,
Mythic_1t_hp_fireflak_2t_atkspd_fireflak,Mythic Fire Flak HP,rune_ability_2804_0|rune_ability_2804_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentStorm,rune_flakFire_HP_05.png,,
Mythic_1t_hp_iceflak_2t_atkspd_iceflak,Mythic Ice Flak HP,rune_ability_2805_0|rune_ability_2805_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentStorm,rune_flakIce_HP_05.png,,
Mythic_1t_atk_archer_2t_atkspd_archer,Mythic Archer Attack,rune_ability_2806_0|rune_ability_2806_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentArcher,rune_archer_damage_05.png,,
Mythic_1t_atk_cannon_2t_atkspd_cannon,Mythic Cannon Attack,rune_ability_2807_0|rune_ability_2807_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentCannon,rune_cannon_damage_05.png,,
Mythic_1t_atk_storm_2t_atkspd_storm,Mythic Storm Attack,rune_ability_2808_0|rune_ability_2808_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentStorm,rune_stormTower_utility_05.png,,
Mythic_1t_atk_trebuchet_2t_atkspd_trebuchet,Mythic Trebuchet Attack,rune_ability_2809_0|rune_ability_2809_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentTrebuchet,rune_trebuchet_damage_05.png,,
Mythic_1t_atk_lightning_2t_atkspd_lightning,Mythic Lightning Attack,rune_ability_2810_0|rune_ability_2810_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentLightning,rune_lightning_damage_05.png,,
Mythic_1t_atk_darkflak_2t_atkspd_darkflak,Mythic Dark Flak Attack,rune_ability_2811_0|rune_ability_2811_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentStorm,rune_flakDark_damage_05.png,,
Mythic_1t_atk_fire_2t_atkspd_fire,Mythic Fire Turret Attack,rune_ability_2812_0|rune_ability_2812_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentStorm,rune_flakFire_damage_05.png,,
Mythic_1t_atk_ice_2t_atkspd_ice,Mythic Ice Turret Attack,rune_ability_2813_0|rune_ability_2813_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentStorm,rune_flakIce_damage_05.png,,
Mythic_1t_atk_fireflak_2t_atkspd_fireflak,Mythic Fire Flak Attack,rune_ability_2814_0|rune_ability_2814_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentStorm,rune_flakFire_damage_05.png,,
Mythic_1t_atk_iceflak_2t_atkspd_iceflak,Mythic Ice Flak Attack,rune_ability_2815_0|rune_ability_2815_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentStorm,rune_flakIce_damage_05.png,,
Common_1d_atk_warrior_Event,Common Warrior Attack Glyph,rune_ability_2816_0,dragon,event,,,0,rune_salvage_0,runeDust:500,attackWhelp,rune_warrior_damage_01_event.png,,
Common_1d_atk_hunter_Event,Common Hunter Attack Glyph,rune_ability_2817_0,dragon,event,,,0,rune_salvage_0,runeDust:500,attackWhelp,rune_hunter_damage_01_event.png,,
Common_1d_atk_sorcerer_Event,Common Sorcerer Attack Glyph,rune_ability_2818_0,dragon,event,,,0,rune_salvage_0,runeDust:500,attackWhelp,rune_sorcerer_damage_01_event.png,,
Rare_1d_atk_warrior_Event,Rare Warrior Attack Glyph,rune_ability_2819_0,dragon,event,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,attackWhelp,rune_warrior_damage_02_event.png,,
Rare_1d_atk_hunter_Event,Rare Hunter Attack Glyph,rune_ability_2820_0,dragon,event,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,attackWhelp,rune_hunter_damage_02_event.png,,
Rare_1d_atk_sorcerer_Event,Rare Sorcerer Attack Glyph,rune_ability_2821_0,dragon,event,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,attackWhelp,rune_sorcerer_damage_02_event.png,,
Epic_1d_atk_warrior_2r_archer_Event,Epic Warrior Attack Glyph,rune_ability_2822_0|rune_ability_2822_1,dragon,event,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,attackWhelp,rune_warrior_damage_03_event.png,,
Epic_1d_atk_warrior_2r_cannon_Event,Epic Warrior Attack Glyph,rune_ability_2823_0|rune_ability_2823_1,dragon,event,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,attackWhelp,rune_warrior_damage_03_event.png,,
Epic_1d_atk_warrior_2r_fire_Event,Epic Warrior Attack Glyph,rune_ability_2824_0|rune_ability_2824_1,dragon,event,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,attackWhelp,rune_warrior_damage_03_event.png,,
Epic_1d_atk_warrior_2r_ice_Event,Epic Warrior Attack Glyph,rune_ability_2825_0|rune_ability_2825_1,dragon,event,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,attackWhelp,rune_warrior_damage_03_event.png,,
Epic_1d_atk_warrior_2r_darkflak_Event,Epic Warrior Attack Glyph,rune_ability_2826_0|rune_ability_2826_1,dragon,event,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,attackWhelp,rune_warrior_damage_03_event.png,,
Epic_1d_atk_warrior_2r_fireflak_Event,Epic Warrior Attack Glyph,rune_ability_2827_0|rune_ability_2827_1,dragon,event,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,attackWhelp,rune_warrior_damage_03_event.png,,
Epic_1d_atk_warrior_2r_iceflak_Event,Epic Warrior Attack Glyph,rune_ability_2828_0|rune_ability_2828_1,dragon,event,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,attackWhelp,rune_warrior_damage_03_event.png,,
Epic_1d_atk_warrior_2d_rage_Event,Epic Warrior Attack Glyph,rune_ability_2829_0|rune_ability_2829_1,dragon,event,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,attackWhelp,rune_warrior_damage_03_event.png,,
Epic_1d_atk_hunter_2r_archer_Event,Epic Hunter Attack Glyph,rune_ability_2830_0|rune_ability_2830_1,dragon,event,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,attackWhelp,rune_hunter_damage_03_event.png,,
