identifier,ability,abilityOperator,abilityText,abilityUnit,enhanceValues,h
rune_ability_2813_0,buildingAttackModifier_iceTurret,+,Increase Ice Turret Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2813_1,attacksPerSecondBuildingModifier_iceTurret,+,Increase Ice Turret Attack Speed,%,0.014|0.017|0.019|0.022|0.022|0.022,
rune_ability_2814_0,buildingAttackModifier_elementalFlakFire,+,Increase Fire Flak Tower Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2814_1,attacksPerSecondBuildingModifier_elementalFlakFire,+,Increase Fire Flak Attack Speed,%,0.014|0.017|0.019|0.022|0.022|0.022,
rune_ability_2815_0,buildingAttackModifier_elementalFlakIce,+,Increase Ice Flak Tower Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2815_1,attacksPerSecondBuildingModifier_elementalFlakIce,+,Increase Ice Flak Attack Speed,%,0.014|0.017|0.019|0.022|0.022|0.022,
rune_ability_2816_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.005|0.01,
rune_ability_2817_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.005|0.01,
rune_ability_2818_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.005|0.01,
rune_ability_2819_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.005|0.009|0.0125,
rune_ability_2820_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.005|0.009|0.0125,
rune_ability_2821_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.005|0.009|0.0125,
rune_ability_2822_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2822_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2823_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2823_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2824_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2824_1,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2825_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2825_1,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2826_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2826_1,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2827_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2827_1,resistAbilityIncreaseModifierKeyFormat_fireFlak,+,Increase Fire Flak Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2828_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2828_1,resistAbilityIncreaseModifierKeyFormat_iceFlak,+,Increase Ice Flak Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2829_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2829_1,dragonRageGenerationModifier,+,Rage Generation,%,0.021|0.027|0.027|0.027,
rune_ability_2830_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2830_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2831_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2831_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2832_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2832_1,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2833_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2833_1,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2834_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2834_1,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2835_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2835_1,resistAbilityIncreaseModifierKeyFormat_fireFlak,+,Increase Fire Flak Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2836_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2836_1,resistAbilityIncreaseModifierKeyFormat_iceFlak,+,Increase Ice Flak Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2837_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2837_1,dragonRageGenerationModifier,+,Rage Generation,%,0.021|0.027|0.027|0.027,
rune_ability_2838_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2838_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2839_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2839_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2840_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2840_1,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2841_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2841_1,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2842_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2842_1,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2843_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2843_1,resistAbilityIncreaseModifierKeyFormat_fireFlak,+,Increase Fire Flak Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2844_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2844_1,resistAbilityIncreaseModifierKeyFormat_iceFlak,+,Increase Ice Flak Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2845_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2845_1,dragonRageGenerationModifier,+,Rage Generation,%,0.021|0.027|0.027|0.027,
rune_ability_2846_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2846_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2847_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2847_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2848_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2848_1,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2849_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2849_1,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2850_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2850_1,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2851_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2851_1,resistAbilityIncreaseModifierKeyFormat_fireFlak,+,Increase Fire Flak Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2852_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2852_1,resistAbilityIncreaseModifierKeyFormat_iceFlak,+,Increase Ice Flak Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2853_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2853_1,dragonRageGenerationModifier,+,Rage Generation,%,0.027|0.033|0.039|0.039|0.039,
rune_ability_2854_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2854_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2855_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2855_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2856_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2856_1,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2857_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2857_1,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2858_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2858_1,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2859_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2859_1,resistAbilityIncreaseModifierKeyFormat_fireFlak,+,Increase Fire Flak Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2860_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2860_1,resistAbilityIncreaseModifierKeyFormat_iceFlak,+,Increase Ice Flak Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2861_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2861_1,dragonRageGenerationModifier,+,Rage Generation,%,0.027|0.033|0.039|0.039|0.039,
rune_ability_2862_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2862_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2863_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2863_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2864_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2864_1,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2865_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2865_1,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2866_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2866_1,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2867_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2867_1,resistAbilityIncreaseModifierKeyFormat_fireFlak,+,Increase Fire Flak Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2868_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2868_1,resistAbilityIncreaseModifierKeyFormat_iceFlak,+,Increase Ice Flak Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2869_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2869_1,dragonRageGenerationModifier,+,Rage Generation,%,0.027|0.033|0.039|0.039|0.039,
rune_ability_2870_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2870_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2871_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2871_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2872_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2872_1,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2873_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2873_1,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2874_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2874_1,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2875_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2875_1,resistAbilityIncreaseModifierKeyFormat_fireFlak,+,Increase Fire Flak Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2876_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2876_1,resistAbilityIncreaseModifierKeyFormat_iceFlak,+,Increase Ice Flak Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2877_0,dragonClassAttackModifier_warrior,+,Increase Warrior Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2877_1,dragonRageGenerationModifier,+,Rage Generation,%,0.036|0.042|0.048|0.054|0.054|0.054,
rune_ability_2878_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2878_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2879_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2879_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2880_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2880_1,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2881_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2881_1,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2882_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2882_1,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2883_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2883_1,resistAbilityIncreaseModifierKeyFormat_fireFlak,+,Increase Fire Flak Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2884_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2884_1,resistAbilityIncreaseModifierKeyFormat_iceFlak,+,Increase Ice Flak Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2885_0,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2885_1,dragonRageGenerationModifier,+,Rage Generation,%,0.036|0.042|0.048|0.054|0.054|0.054,
rune_ability_2886_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2886_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2887_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2887_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2888_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2888_1,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2889_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2889_1,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2890_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2890_1,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2891_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2891_1,resistAbilityIncreaseModifierKeyFormat_fireFlak,+,Increase Fire Flak Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2892_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2892_1,resistAbilityIncreaseModifierKeyFormat_iceFlak,+,Increase Ice Flak Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2893_0,dragonClassAttackModifier_sorcerer,+,Increase Sorcerer Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2893_1,dragonRageGenerationModifier,+,Rage Generation,%,0.036|0.042|0.048|0.054|0.054|0.054,
rune_ability_2894_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.005|0.01,
rune_ability_2895_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.005|0.01,
rune_ability_2896_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.005|0.01,
rune_ability_2897_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.005|0.009|0.0125,
rune_ability_2898_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.005|0.009|0.0125,
rune_ability_2899_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.005|0.009|0.0125,
rune_ability_2900_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.01|0.013|0.017|0.02,
rune_ability_2900_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2901_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.01|0.013|0.017|0.02,
rune_ability_2901_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2902_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.01|0.013|0.017|0.02,
rune_ability_2902_1,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2903_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.01|0.013|0.017|0.02,
rune_ability_2903_1,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2904_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.01|0.013|0.017|0.02,
rune_ability_2904_1,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2905_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.01|0.013|0.017|0.02,
rune_ability_2905_1,resistAbilityIncreaseModifierKeyFormat_fireFlak,+,Increase Fire Flak Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2906_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.01|0.013|0.017|0.02,
rune_ability_2906_1,resistAbilityIncreaseModifierKeyFormat_iceFlak,+,Increase Ice Flak Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2907_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.01|0.013|0.017|0.02,
rune_ability_2907_1,dragonRageGenerationModifier,+,Rage Generation,%,0.021|0.027|0.027|0.027,
rune_ability_2908_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.01|0.013|0.017|0.02,
rune_ability_2908_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2909_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.01|0.013|0.017|0.02,
rune_ability_2909_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2910_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.01|0.013|0.017|0.02,
rune_ability_2910_1,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2911_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.01|0.013|0.017|0.02,
rune_ability_2911_1,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2912_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.01|0.013|0.017|0.02,
rune_ability_2912_1,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2913_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.01|0.013|0.017|0.02,
rune_ability_2913_1,resistAbilityIncreaseModifierKeyFormat_fireFlak,+,Increase Fire Flak Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2914_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.01|0.013|0.017|0.02,
rune_ability_2914_1,resistAbilityIncreaseModifierKeyFormat_iceFlak,+,Increase Ice Flak Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2915_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.01|0.013|0.017|0.02,
rune_ability_2915_1,dragonRageGenerationModifier,+,Rage Generation,%,0.021|0.027|0.027|0.027,
rune_ability_2916_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.01|0.013|0.017|0.02,
rune_ability_2916_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2917_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.01|0.013|0.017|0.02,
rune_ability_2917_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2918_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.01|0.013|0.017|0.02,
rune_ability_2918_1,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2919_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.01|0.013|0.017|0.02,
rune_ability_2919_1,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2920_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.01|0.013|0.017|0.02,
rune_ability_2920_1,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2921_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.01|0.013|0.017|0.02,
rune_ability_2921_1,resistAbilityIncreaseModifierKeyFormat_fireFlak,+,Increase Fire Flak Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2922_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.01|0.013|0.017|0.02,
rune_ability_2922_1,resistAbilityIncreaseModifierKeyFormat_iceFlak,+,Increase Ice Flak Tower Resist,%,0.013|0.017|0.017|0.017,
